annual_rainfall,seasonal_rainfall,cloud_visibility,humidity,temperature,river_level,flood_occurred
2759.39,1715.87,0.2,90.22,31.99,11.74,1
724.54,334.16,13.81,54.3,39.13,5.16,0
1512.46,437.61,9.34,64.51,26.88,4.78,0
2878.77,2308.67,2.09,79.63,28.44,5.74,1
2176.2,1139.86,1.94,73.18,28.07,8.51,1
805.25,342.03,7.96,62.69,32.54,0.92,0
2184.13,1125.47,3.26,,26.78,9.27,1
1124.6,406.47,6.74,61.9,27.15,3.52,0
508.97,203.07,4.07,64.49,30.84,4.17,0
1106.74,484.21,8.63,45.19,31.33,4.74,0
621.59,236.1,4.31,70.31,33.93,1.84,0
2103.44,1326.54,2.84,81.22,26.67,11.48,1
1111.4,341.07,3.15,56.44,36.14,2.38,0
1122.74,433.57,7.0,85.0,26.85,3.56,0
1564.98,414.51,12.0,71.83,27.83,4.08,0
982.4,364.73,8.83,33.0,27.07,2.17,0
1162.31,357.31,9.12,51.98,25.25,3.23,0
1267.31,614.9,9.13,,28.14,2.92,0
2554.07,1550.62,2.31,90.92,25.94,11.05,1
1482.46,472.35,6.72,64.41,26.78,1.9,0
1247.29,616.32,2.5,85.0,28.86,4.03,0
805.55,274.0,7.15,64.62,28.95,2.34,0
964.98,370.51,8.51,58.68,30.04,0.5,0
1999.49,1441.72,1.83,85.05,30.84,8.99,1
1357.88,463.03,7.18,49.8,35.69,4.16,0
2555.28,1798.8,1.4,86.7,24.62,8.27,1
779.71,190.32,12.72,53.12,20.37,2.68,0
2590.54,1317.84,0.89,100.0,31.18,10.27,1
1154.31,485.77,5.72,60.05,28.95,1.91,0
1961.94,1102.04,3.75,83.03,27.2,12.45,1
1090.06,254.22,6.11,47.1,35.02,2.48,0
2352.46,1595.42,2.46,79.18,26.27,9.21,1
2509.33,1993.14,1.16,81.7,20.92,7.85,1
1382.23,536.4,9.45,31.3,35.79,2.91,0
2236.39,1323.53,1.38,95.66,23.92,8.98,1
2119.53,1639.35,2.9,86.35,32.57,12.89,1
2716.93,1788.55,2.42,,29.03,7.67,1
1346.62,518.1,11.23,46.53,23.91,2.79,0
2199.3,1559.55,,79.93,22.25,9.38,1
1463.93,573.82,7.01,50.06,32.73,2.09,0
1440.67,394.98,3.11,63.28,31.64,3.44,0
1342.14,601.94,8.11,67.32,31.8,3.75,0
1244.74,598.11,9.17,73.32,22.58,3.18,0
2164.56,1350.57,4.54,82.43,28.96,10.19,1
1008.43,301.46,8.67,40.0,30.78,3.91,0
2628.03,1884.11,3.87,97.15,25.25,8.56,1
1158.38,296.47,6.47,34.17,25.74,2.97,0
869.26,208.29,9.16,70.49,27.85,5.32,0
2479.95,1708.58,1.95,76.33,26.47,8.32,1
2237.24,1426.14,1.71,76.58,29.72,9.59,1
1406.23,711.08,0.2,98.08,25.99,8.91,1
2550.19,1815.08,3.18,78.65,27.38,5.72,1
936.13,330.23,9.42,53.78,23.2,4.32,0
1035.97,227.92,9.0,53.73,31.47,5.0,0
2393.52,1697.45,1.67,94.55,30.69,8.05,1
2315.28,1418.85,2.63,86.45,30.82,4.51,1
3021.07,2008.02,1.92,92.06,23.94,6.82,1
,1755.74,3.53,82.82,23.35,11.67,1
728.66,172.53,11.92,55.13,29.68,2.0,0
692.04,311.19,7.09,77.44,19.89,2.95,0
988.15,463.96,9.09,54.9,30.18,4.32,0
1783.77,1084.26,1.58,90.07,31.82,9.76,1
1254.51,288.17,7.14,63.33,27.9,3.47,0
2237.5,1787.94,1.86,89.67,26.64,8.88,1
2615.81,1510.19,2.28,71.2,36.47,7.9,1
1853.45,1041.16,4.12,97.4,26.52,10.55,1
2462.21,1396.45,0.84,78.99,23.28,10.67,1
2644.11,2079.66,1.81,84.43,27.03,10.68,1
800.58,379.2,9.6,57.9,27.42,4.03,0
2507.17,1826.32,3.0,100.0,27.22,7.55,1
2234.03,1571.15,2.04,79.28,31.58,10.67,1
1850.47,1194.13,1.42,87.21,29.15,6.69,1
2928.96,1809.54,0.39,86.69,28.06,8.34,1
1192.19,271.58,5.69,39.81,27.04,4.77,0
1741.81,1001.44,0.32,79.38,29.41,11.56,1
2252.7,1749.1,2.07,77.31,34.16,9.69,1
2488.08,1663.35,0.7,84.75,23.39,6.92,1
1202.02,413.43,6.39,53.73,30.56,1.85,0
2018.83,1486.9,1.11,74.69,27.19,10.89,1
1115.27,519.97,2.5,67.93,36.75,4.78,0
1249.01,561.12,7.52,69.41,28.87,1.55,0
2394.66,1579.51,3.32,94.28,27.68,5.42,1
1133.28,402.31,2.56,41.71,28.6,2.39,0
2452.03,1948.57,2.44,94.58,27.76,8.13,1
823.03,216.51,7.48,58.19,28.36,1.99,0
1594.3,1053.2,2.41,97.26,25.58,8.75,1
2556.63,1713.09,0.75,85.13,30.96,8.48,1
2260.24,1204.95,2.82,90.09,27.19,8.04,1
1106.27,257.27,12.46,43.33,32.27,2.92,0
1178.13,494.71,4.12,56.52,36.12,3.52,0
703.26,257.95,5.75,65.93,28.96,4.96,0
2167.36,1469.77,2.35,85.58,35.26,13.27,1
1294.61,468.87,7.17,54.73,33.57,1.21,0
2176.16,1647.04,0.59,84.99,23.2,10.4,1
2393.39,1354.15,1.42,86.59,31.01,8.87,1
1807.48,1125.09,1.42,,34.73,9.06,1
2646.48,1446.03,2.03,86.28,27.93,7.25,1
1089.59,340.03,7.25,25.66,25.76,5.39,0
2472.45,1937.0,3.68,75.58,19.85,8.27,1
2510.04,1561.34,3.4,88.15,39.64,6.34,1
1366.89,629.36,7.24,52.95,31.51,0.65,0
1254.85,350.36,8.32,38.18,32.33,1.35,0
1283.83,549.02,8.09,63.36,37.39,3.92,0
2333.84,1289.04,2.01,99.58,28.37,8.68,1
2099.12,1494.88,0.2,88.88,31.52,9.05,1
1339.98,349.39,5.81,52.8,30.5,1.58,0
1102.04,247.68,11.37,21.46,35.56,1.44,0
922.28,416.89,6.41,71.75,38.38,3.62,0
2625.22,1594.52,0.9,79.56,21.91,7.48,1
1449.81,1069.16,2.59,88.52,20.2,10.26,1
1923.45,1337.5,3.47,78.78,32.48,10.92,1
1375.72,465.1,10.08,57.32,28.0,4.32,0
1343.96,327.0,9.36,51.06,30.23,4.07,0
1726.53,630.35,9.36,65.15,20.25,2.9,0
1736.65,761.11,7.58,38.54,28.25,2.39,0
1061.44,330.62,3.64,57.99,33.74,3.3,0
1042.73,408.41,3.7,39.26,26.7,3.25,0
831.62,197.49,4.7,43.03,27.29,3.3,0
1611.23,667.06,10.37,35.56,25.41,4.35,0
,474.87,6.58,,34.63,3.66,0
783.98,292.48,7.21,78.49,24.77,1.9,0
2293.3,1188.3,2.55,73.63,21.98,10.89,1
2261.36,1550.03,4.99,74.48,30.03,9.03,1
2668.65,1763.25,2.89,100.0,22.86,8.48,1
960.26,415.87,5.46,63.73,32.72,2.22,0
2064.81,1450.54,4.67,87.04,28.98,9.53,1
1042.29,441.87,6.79,85.0,23.61,2.28,0
3040.52,1919.61,4.18,88.78,24.8,12.9,1
2083.13,1499.06,4.25,97.66,30.07,13.03,1
1772.17,1274.09,4.41,76.63,28.71,8.89,1
2758.15,2166.87,0.37,95.55,28.68,8.81,1
772.71,354.09,8.61,,31.9,4.5,0
939.26,221.35,11.86,37.59,31.36,2.75,0
1289.88,502.03,12.7,38.11,32.23,1.72,0
1385.86,552.89,5.9,51.71,24.74,1.62,0
2163.93,1260.13,2.05,82.03,26.28,8.04,1
1070.25,251.59,10.14,62.85,35.21,4.23,0
1175.15,579.25,10.99,52.38,29.8,2.99,0
1354.45,652.21,6.96,50.16,35.59,3.31,0
1083.71,460.19,9.12,41.12,33.94,5.22,0
1432.12,663.01,9.83,69.93,30.03,3.38,0
,1791.6,2.91,91.43,31.48,9.31,1
1787.28,767.84,8.71,47.35,33.27,4.63,0
1283.74,389.87,6.78,58.01,25.3,2.51,0
871.18,260.32,12.93,65.48,32.06,2.91,0
1721.47,1146.97,2.39,99.11,33.48,5.37,1
1543.37,722.5,4.63,66.65,28.06,3.13,0
2619.21,2106.9,3.93,87.57,23.76,11.28,1
716.13,214.35,10.66,53.54,24.16,5.62,0
1878.49,1526.76,2.31,92.27,29.6,10.75,1
2097.05,1286.19,3.19,85.94,30.97,7.37,1
1767.5,975.64,1.96,93.56,16.32,9.13,1
1880.19,1292.03,4.13,78.5,31.94,14.11,1
2003.92,1206.21,4.08,84.64,22.21,4.69,1
2353.62,1242.89,2.04,90.85,23.07,7.68,1
2013.52,1411.27,4.87,77.24,35.78,9.01,1
924.61,425.74,5.53,58.51,28.64,3.89,0
1267.94,418.67,4.31,51.29,28.44,5.16,0
1037.56,367.28,,68.14,19.38,0.5,0
1890.09,1356.0,2.35,82.6,26.79,11.52,1
2347.54,1421.0,2.4,82.33,27.68,4.0,1
2241.91,1296.37,0.25,98.09,22.01,14.09,1
1092.33,520.98,5.16,61.8,25.23,4.14,0
976.44,385.87,5.25,68.74,27.51,1.89,0
1310.09,393.58,8.53,58.18,28.47,4.02,0
2429.68,1535.48,4.01,87.33,26.69,8.37,1
2111.42,1702.67,2.71,90.83,27.1,7.15,1
1623.54,1136.03,1.84,95.33,26.89,9.33,1
2707.04,1954.34,2.84,89.52,23.54,11.52,1
2688.28,2020.51,4.83,82.06,31.83,9.76,1
926.97,391.35,5.96,65.37,31.5,3.06,0
2189.36,1662.76,3.87,94.71,24.82,6.89,1
1584.67,442.57,6.43,51.24,26.01,4.31,0
1301.4,460.44,6.06,49.91,39.43,4.13,0
2449.29,1755.01,0.73,80.21,25.3,10.41,1
880.72,412.34,8.13,36.28,26.18,3.41,0
1514.03,494.86,8.83,52.74,33.02,3.45,0
1536.75,538.29,12.72,64.98,29.65,1.81,0
,1153.55,1.79,84.81,31.26,11.21,1
2243.77,1549.79,2.18,91.51,30.05,4.0,1
997.19,406.24,10.16,58.43,28.69,3.26,0
948.28,258.25,8.59,57.57,27.43,4.02,0
2306.17,1228.12,2.26,,24.13,6.08,1
1569.39,529.47,10.96,60.53,36.38,2.28,0
1254.14,295.81,6.67,63.35,28.73,1.44,0
1407.22,618.3,12.83,64.9,32.67,2.61,0
2010.13,1352.8,3.94,79.23,25.14,5.75,1
2752.34,1405.39,4.5,88.55,20.09,7.38,1
833.23,220.87,12.94,47.55,28.27,5.49,0
958.37,324.34,7.9,61.03,25.22,3.98,0
2837.37,2159.88,3.53,81.53,27.64,9.36,1
2585.82,1693.23,3.92,87.42,28.14,12.78,1
2470.32,1564.16,4.77,89.04,31.45,9.7,1
1435.19,628.4,7.73,43.72,28.77,3.13,0
2208.85,1144.67,1.77,93.82,26.99,8.95,1
2156.05,1508.66,1.52,81.42,25.62,12.3,1
1893.56,1100.25,0.27,84.86,27.84,8.57,1
2018.55,1247.61,2.53,85.2,21.66,14.9,1
1360.75,655.02,10.21,34.97,30.34,2.94,0
1063.48,519.49,3.93,80.27,34.22,4.37,0
1364.7,474.08,2.62,55.58,38.36,1.35,0
2435.08,1563.39,1.48,92.22,33.79,9.43,1
2686.27,1432.15,1.81,76.47,28.71,7.18,1
1448.95,595.68,13.21,74.57,29.75,4.02,0
927.05,251.72,12.36,65.73,39.69,2.36,0
1919.22,1122.39,1.48,93.55,29.02,11.2,1
,358.44,12.55,66.26,27.78,3.25,0
1284.25,575.14,7.41,53.02,27.25,4.02,0
2901.15,1478.09,2.91,83.33,33.31,5.69,1
2192.24,1183.5,1.52,73.63,29.11,8.3,1
2783.83,1693.68,1.65,83.49,21.38,6.2,1
2716.25,2199.87,4.81,89.83,25.69,7.64,1
1045.63,306.95,10.04,62.18,32.14,1.31,0
1606.14,596.33,9.53,36.35,36.16,4.16,0
1617.41,489.29,12.3,50.54,29.59,4.76,0
1097.21,396.85,8.24,60.31,32.09,3.08,0
,438.94,13.25,42.86,27.79,3.86,0
2075.11,1125.94,3.02,95.35,23.76,7.27,1
803.12,216.95,9.34,78.81,27.39,4.96,0
1167.17,569.44,8.98,68.74,28.5,6.87,0
1365.57,359.96,10.85,80.5,39.16,3.06,0
1158.32,483.17,7.91,44.04,21.29,1.71,0
1206.68,351.02,8.07,51.22,24.56,3.88,0
874.35,349.31,9.85,46.89,31.26,4.7,0
2794.04,1987.56,0.99,88.93,19.05,7.85,1
1178.2,322.55,11.69,62.99,30.87,2.78,0
1167.34,569.17,7.09,37.37,29.0,1.46,0
834.56,315.73,,41.81,40.2,3.24,0
1173.0,403.95,9.52,56.88,23.45,1.74,0
1696.18,509.59,4.62,48.58,27.39,0.86,0
1113.14,471.2,7.46,69.4,24.18,2.1,0
2555.45,1335.73,5.0,100.0,14.92,7.81,1
,405.07,7.25,37.16,28.04,2.07,0
2602.26,2069.96,3.45,92.07,27.92,8.24,1
1365.1,354.29,8.45,75.63,20.67,4.52,0
1091.22,449.88,6.11,51.21,34.54,0.9,0
778.36,360.41,5.5,61.3,35.12,3.87,0
1306.91,509.54,12.31,57.85,25.39,4.91,0
678.0,152.98,5.82,53.79,32.51,2.5,0
1261.49,336.88,9.71,37.88,28.16,4.14,0
1009.39,224.9,9.97,69.17,26.09,1.94,0
1468.08,732.16,10.91,68.35,44.21,2.46,0
1331.51,318.67,6.62,69.29,28.4,3.42,0
2311.74,1431.97,1.28,78.24,28.66,10.21,1
2244.22,1724.17,2.54,87.27,25.12,9.45,1
2173.16,1244.83,1.11,87.53,28.69,5.97,1
1149.94,471.2,7.84,61.21,36.49,6.71,0
2658.52,1868.07,0.2,,28.7,9.86,1
685.16,330.99,3.52,36.46,38.19,2.91,0
798.76,206.43,4.42,77.99,26.71,3.8,0
1247.61,548.05,11.94,58.42,22.63,4.57,0
1510.59,603.44,8.24,48.77,33.4,3.23,0
901.9,289.75,10.49,74.54,26.25,3.98,0
1333.22,325.58,9.92,46.74,29.26,3.59,0
2498.56,1570.08,1.91,75.88,29.15,14.25,1
2008.03,1584.58,3.91,90.7,28.7,5.88,1
975.96,376.9,6.42,47.26,26.34,3.25,0
929.05,323.88,10.09,61.65,32.78,4.66,0
2108.45,1246.73,2.7,87.21,25.39,9.8,1
1868.85,963.94,0.69,87.73,25.5,6.44,1
2451.97,1346.82,0.2,79.47,26.41,9.76,1
1090.03,414.62,10.03,64.36,26.95,2.16,0
1461.8,446.15,10.16,56.0,34.05,4.97,0
1943.88,1538.34,2.76,78.79,33.28,8.77,1
391.12,96.17,14.67,66.46,35.14,4.39,0
1034.89,348.72,8.21,47.15,29.34,3.59,0
1036.34,310.86,5.77,,31.51,2.25,0
679.22,180.9,13.36,51.64,31.59,3.63,0
994.05,279.22,5.87,63.96,35.38,2.14,0
1940.88,1289.23,1.16,86.41,31.15,8.17,1
2048.69,1519.86,4.48,87.18,29.83,7.19,1
1903.49,1438.38,3.38,84.0,20.57,7.64,1
1169.02,345.48,7.46,72.33,28.23,2.08,0
2020.63,1097.76,4.44,92.56,25.03,6.98,1
904.81,319.86,6.37,58.58,31.68,4.31,0
1195.75,367.41,5.81,52.06,25.47,2.56,0
768.1,191.75,10.41,68.8,13.39,2.63,0
1362.36,581.83,10.71,73.41,23.4,2.17,0
935.14,405.8,6.04,53.78,39.5,1.78,0
982.0,379.74,8.35,66.76,30.73,5.58,0
2290.98,1346.5,4.8,100.0,29.07,9.07,1
2040.32,1113.52,2.76,88.03,26.06,9.13,1
1179.21,425.55,3.03,59.46,23.92,2.8,0
1946.15,1147.28,1.03,86.19,31.35,7.04,1
1098.18,255.48,4.83,65.89,36.72,1.37,0
1081.2,340.58,2.5,62.07,33.23,5.5,0
1128.84,485.8,10.84,41.7,26.55,1.74,0
,500.46,8.99,72.4,32.93,2.39,0
1456.67,525.58,8.77,64.5,27.39,2.12,0
1176.12,271.59,6.35,82.8,30.79,2.98,0
2596.49,1768.9,1.86,90.41,31.63,11.32,1
2770.05,1861.49,2.32,87.91,30.6,5.45,1
2292.5,1830.04,4.14,80.3,25.95,10.98,1
2217.35,1257.03,2.19,77.31,34.37,8.11,1
1590.03,556.84,9.01,51.76,29.95,3.55,0
1022.36,506.63,12.96,58.52,33.06,5.28,0
2162.31,1319.3,1.68,82.72,26.8,9.29,1
1837.78,1002.02,2.23,79.5,23.43,7.88,1
715.87,274.72,9.44,70.0,33.52,1.13,0
1392.56,406.76,5.55,48.95,36.35,2.97,0
2494.12,1849.74,3.4,82.08,34.16,5.36,1
1038.66,380.27,4.83,53.02,27.55,2.59,0
1897.74,1523.18,3.88,87.66,21.91,10.5,1
1137.57,522.45,7.95,64.11,24.49,5.7,0
1427.29,317.99,8.23,53.75,32.9,4.48,0
2045.94,1440.74,0.2,93.95,25.21,7.84,1
880.89,213.83,10.81,56.75,30.06,0.76,0
2351.87,1631.91,4.23,83.02,22.74,11.86,1
1488.61,913.53,1.97,88.02,22.66,10.58,1
1170.14,322.16,4.93,51.51,22.36,4.8,0
2329.15,1284.5,4.0,76.17,21.54,11.46,1
2067.06,1386.11,1.16,80.37,22.52,11.22,1
2627.88,1776.35,1.74,83.53,30.13,10.99,1
2648.64,2011.53,0.2,76.2,28.92,5.44,1
2562.88,2029.78,0.72,75.04,33.0,11.41,1
624.76,293.28,8.1,51.33,45.0,2.44,0
1277.54,543.12,13.31,59.13,36.43,4.14,0
1171.51,273.91,8.88,75.08,25.06,3.23,0
2145.64,1581.88,3.17,74.09,24.57,9.46,1
1286.66,450.21,5.73,51.08,25.7,4.52,0
1968.89,1031.49,5.02,72.19,37.57,4.77,1
2149.35,1621.91,2.74,83.56,22.58,9.95,1
1749.7,1347.59,2.43,86.1,28.35,10.42,1
662.73,232.84,6.16,52.89,27.71,1.76,0
469.99,199.09,11.34,78.31,33.34,4.0,0
2215.54,1257.07,2.24,71.02,22.52,8.34,1
1373.41,585.49,8.37,85.0,25.33,4.27,0
989.22,255.31,7.57,55.49,36.05,2.11,0
807.24,281.23,10.06,78.97,30.85,2.74,0
589.22,226.64,8.22,42.02,26.99,4.18,0
1002.19,407.52,8.42,54.1,31.51,3.99,0
1095.41,341.03,6.75,48.24,33.44,3.4,0
2072.33,1074.65,3.91,84.29,24.69,6.08,1
1340.48,890.84,5.79,85.27,29.18,7.04,1
1936.65,1180.98,2.83,82.47,28.31,7.55,1
1188.07,422.44,11.62,62.06,34.83,1.56,0
1759.28,992.68,5.03,100.0,32.92,11.16,1
1035.97,507.45,10.49,59.61,37.12,3.02,0
1051.08,319.36,10.65,61.19,25.87,2.25,0
1091.75,268.1,7.08,70.62,21.86,1.41,0
1234.32,307.31,5.91,64.57,30.17,1.9,0
2045.22,1058.03,0.2,81.37,36.2,9.07,1
1042.9,403.38,11.07,59.76,24.92,2.72,0
2340.55,1509.01,1.36,90.83,26.2,11.42,1
749.67,251.11,4.1,50.34,29.37,4.27,0
1305.07,355.58,6.21,58.6,34.73,4.24,0
2528.85,1664.6,0.99,80.02,23.26,12.0,1
1640.28,519.58,4.6,53.97,30.72,2.15,0
571.76,241.13,6.11,55.97,38.78,1.28,0
972.73,296.46,7.51,75.76,28.1,4.65,0
1248.0,600.15,7.71,29.5,34.73,1.86,0
935.51,424.91,3.82,20.0,34.11,3.21,0
1131.73,392.66,7.57,64.7,35.98,4.99,0
988.57,351.4,3.76,75.51,18.32,1.46,0
1216.04,429.08,5.8,74.52,29.74,1.48,0
2189.68,1603.92,0.91,94.74,20.1,10.76,1
2444.3,1834.97,4.62,76.44,31.09,11.34,1
1216.57,551.8,6.64,63.46,30.8,3.06,0
2350.64,1397.39,1.54,86.1,28.84,6.5,1
667.98,305.01,10.21,44.74,30.59,5.39,0
2571.33,1460.69,0.96,88.78,27.03,7.82,1
2005.85,1564.73,2.69,68.72,27.5,8.1,1
1920.34,1095.96,1.92,85.05,30.58,5.02,1
2229.61,1214.37,2.96,85.23,27.3,8.83,1
2255.82,743.82,7.06,73.79,30.11,1.66,0
2069.66,1329.68,1.61,78.1,22.45,8.26,1
2714.64,1709.45,1.52,75.49,32.22,10.95,1
1696.12,691.01,9.09,65.3,29.61,3.14,0
1438.01,617.35,12.22,42.43,30.85,2.32,0
916.47,435.61,2.5,55.68,30.17,1.74,0
2536.31,1910.87,3.81,78.57,29.08,13.07,1
2763.84,1920.59,1.58,84.07,26.57,6.92,1
1212.92,310.78,13.28,54.52,31.3,2.15,0
2747.17,1883.04,4.31,92.22,30.45,7.64,1
1196.41,585.32,5.43,45.96,30.53,1.81,0
1945.17,996.83,1.48,,31.41,8.12,1
841.61,254.99,6.7,59.72,35.14,3.07,0
1282.02,352.39,9.87,68.14,38.92,1.01,0
824.39,353.28,7.7,49.06,23.58,4.84,0
2081.35,1436.03,3.1,87.95,25.73,10.12,1
2207.07,1653.26,5.01,87.7,31.82,12.75,1
906.13,251.58,8.04,33.13,27.22,1.73,0
1170.26,474.48,7.1,52.04,30.09,4.8,0
1688.78,383.27,9.1,20.0,26.66,4.67,0
846.11,199.11,7.96,51.3,35.92,5.4,0
644.19,289.34,8.98,67.02,31.09,4.89,0
823.35,263.7,8.31,37.91,30.23,2.94,0
2017.18,1126.07,3.93,77.06,20.4,7.11,1
1868.98,1028.25,3.72,98.98,33.14,6.68,1
1660.48,1034.5,2.81,85.32,24.74,8.39,1
766.41,346.21,7.29,66.58,31.22,2.78,0
2365.95,1265.52,5.89,86.81,25.51,9.14,1
2653.63,1927.11,6.09,90.79,25.19,6.7,1
1406.41,312.31,7.47,39.33,38.12,1.41,0
1108.07,539.58,9.84,60.19,29.01,2.91,0
2741.33,2197.86,1.42,91.28,23.39,12.74,1
1742.68,461.4,4.44,80.7,22.97,4.23,0
732.82,269.69,8.51,64.49,31.55,1.87,0
951.87,394.93,9.32,56.65,33.36,5.35,0
1037.2,253.37,5.43,63.28,34.7,0.5,0
1561.41,705.2,,59.96,23.96,5.97,0
1052.02,235.24,7.35,59.9,26.33,2.83,0
1327.25,641.52,7.7,50.12,26.92,2.34,0
1048.21,508.78,6.91,52.94,25.82,3.01,0
1245.16,534.18,6.8,22.02,38.5,4.3,0
1178.32,537.91,9.65,29.89,32.19,3.84,0
1374.08,630.6,8.64,44.62,24.32,3.37,0
2605.1,1562.32,3.46,89.24,27.48,9.1,1
1289.24,492.95,7.89,54.85,19.33,2.48,0
1309.09,494.95,7.63,67.93,35.78,3.94,0
1763.39,1102.07,4.46,81.04,28.06,8.2,1
1073.26,517.02,7.1,57.61,31.08,2.38,0
2461.28,1414.21,2.72,86.05,31.15,5.37,1
821.99,243.51,5.41,55.8,33.71,2.54,0
1173.49,559.93,10.43,60.66,26.21,3.88,0
2943.56,1533.44,0.77,88.49,25.76,8.69,1
1129.8,432.24,9.68,70.75,28.34,4.36,0
1124.69,517.38,3.68,55.19,29.48,2.69,0
1878.31,975.09,0.68,86.68,26.12,9.02,1
2020.39,1481.88,0.76,79.18,26.02,10.75,1
1010.1,281.43,2.5,66.93,24.81,2.63,0
1447.8,641.3,11.75,49.03,31.2,1.59,0
933.91,235.57,5.21,61.45,33.61,4.27,0
772.49,202.67,9.02,51.36,39.84,2.62,0
2011.25,1339.01,2.71,87.26,37.35,8.43,1
1071.18,504.81,11.75,47.41,33.93,3.55,0
1498.68,363.31,10.49,71.09,26.28,1.85,0
1327.75,403.99,7.8,44.14,22.76,2.07,0
290.93,91.23,7.85,62.44,26.94,2.77,0
988.82,441.32,8.34,59.49,34.32,2.14,0
2661.12,1492.75,3.77,92.96,27.55,8.34,1
760.73,320.12,5.47,64.82,29.59,1.99,0
678.44,181.87,9.58,65.13,29.11,2.29,0
1198.02,428.73,,45.14,25.75,2.96,0
2228.3,1741.76,3.01,91.28,28.86,8.82,1
823.44,229.42,11.29,70.14,39.5,2.38,0
1512.33,514.86,3.48,84.79,25.72,5.15,0
1017.48,266.99,8.46,67.18,22.78,1.4,0
2370.62,1747.96,,95.1,30.71,7.53,1
1653.99,451.81,7.83,60.86,32.76,0.5,0
846.09,201.32,,74.91,27.28,3.81,0
2395.73,1830.43,0.58,78.1,28.87,8.87,1
1240.31,431.08,6.71,45.29,30.34,3.42,0
2546.33,2017.91,0.85,77.57,24.73,4.91,1
2924.37,2153.29,4.77,83.1,29.09,8.64,1
1814.7,1290.85,2.99,88.76,27.74,7.05,1
1371.18,444.5,12.52,44.55,33.94,4.28,0
866.65,277.49,10.04,57.9,24.65,3.22,0
2534.81,2035.85,3.58,78.41,30.66,8.61,1
852.38,275.19,9.81,65.74,33.37,2.48,0
2174.01,1775.51,1.97,84.25,30.73,6.93,1
1450.33,538.82,9.99,80.92,33.87,4.5,0
876.03,408.89,7.69,40.54,32.82,3.66,0
1269.65,303.77,7.99,43.84,24.36,4.27,0
2115.57,1406.55,2.62,80.31,31.7,5.15,1
1062.26,470.91,8.77,69.59,22.74,4.39,0
1420.0,487.61,11.47,47.13,34.08,4.4,0
988.34,240.28,6.42,,30.6,4.65,0
1084.06,378.0,10.8,49.62,45.0,1.76,0
1006.92,423.03,7.15,59.33,28.57,3.95,0
2655.7,1590.49,2.79,77.93,30.07,5.53,1
2576.9,1912.56,2.76,90.2,29.98,11.76,1
1664.61,513.2,6.01,49.18,30.39,4.69,0
1180.74,313.85,10.55,58.19,27.58,2.33,0
1252.35,441.84,7.34,62.2,26.6,2.14,0
1200.1,547.01,9.51,53.35,31.98,2.55,0
1818.96,941.72,0.9,86.65,24.4,5.32,1
862.86,334.63,11.98,55.07,33.21,1.05,0
836.06,242.54,10.91,60.42,34.6,3.52,0
964.31,277.26,5.69,45.85,28.08,4.7,0
1244.62,448.66,2.5,20.0,30.96,0.8,0
966.14,212.71,8.35,58.43,32.45,2.73,0
,1252.76,1.19,79.65,22.82,6.72,1
2285.44,1202.59,3.4,100.0,22.55,10.77,1
2052.6,1326.7,0.82,91.11,24.32,12.05,1
2198.86,1328.46,4.04,86.76,27.07,8.56,1
566.42,141.55,10.68,73.79,26.26,3.58,0
1029.76,326.75,11.97,61.07,36.27,1.74,0
2199.98,1778.8,1.86,86.26,29.28,10.72,1
904.57,423.97,13.14,57.97,29.61,3.61,0
1193.39,450.39,5.91,73.33,28.07,5.97,0
715.91,164.63,3.13,70.94,25.81,3.93,0
1016.07,312.16,8.37,40.62,37.71,4.37,0
2607.37,2135.88,0.58,85.27,29.16,9.14,1
2893.38,1459.23,2.6,86.45,23.46,8.23,1
1224.14,450.15,7.35,65.55,31.35,3.96,0
1902.59,1122.13,1.09,87.83,26.41,6.84,1
2598.35,1402.56,2.7,90.22,23.95,12.11,1
2334.45,1370.37,3.76,72.36,28.95,10.39,1
2893.43,2011.4,1.3,67.92,24.87,9.04,1
1022.14,356.05,2.74,60.28,27.89,4.87,0
678.33,254.02,9.08,56.32,39.6,3.02,0
1044.53,380.04,13.97,47.76,31.1,2.56,0
1694.04,998.61,1.99,86.62,31.53,11.02,1
748.97,355.36,3.09,63.91,30.8,4.38,0
2183.73,1180.57,3.55,95.11,24.41,11.35,1
1029.03,309.04,4.69,66.98,27.63,5.0,0
1435.87,611.14,2.69,54.27,27.37,3.82,0
2093.96,1496.55,4.01,98.71,35.73,10.81,1
2633.49,1566.45,0.76,77.95,36.93,6.86,1
1541.8,340.85,10.58,52.19,42.06,5.21,0
934.84,353.78,11.09,53.58,30.72,3.24,0
1309.37,504.66,7.94,68.12,24.15,4.85,0
936.97,310.03,4.23,71.93,42.24,4.16,0
2246.67,1805.04,1.19,94.89,22.78,9.1,1
1851.11,996.94,2.08,97.35,23.49,8.31,1
1422.8,419.84,9.37,61.68,30.93,1.17,0
1547.22,503.71,10.82,65.99,29.33,2.11,0
1069.95,321.52,10.67,66.51,28.61,3.46,0
1171.77,468.9,10.62,58.12,31.28,2.53,0
2645.83,1517.25,1.85,79.14,16.49,10.79,1
2641.29,1572.74,0.2,73.29,27.35,8.29,1
820.02,356.98,5.79,73.04,32.85,1.38,0
1453.92,552.84,9.36,57.01,34.62,2.89,0
905.19,420.85,8.99,63.18,26.48,5.12,0
957.52,438.7,9.65,52.03,33.32,6.07,0
